#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
11	28	853	11	13	17	0	13	586	9	6	0	9	13	771	5	0	21	6	14	661	0
11	29	4966	38	75	62	0	55	2460	32	57	0	96	38	3026	49	0	100	56	53	3588	0
11	30	18893	178	282	277	0	196	10929	148	254	0	290	146	12065	245	0	329	261	228	17181	0
11	31	862	19	35	27	0	7	714	25	18	0	23	12	1551	71	0	16	17	36	1970	0
11	32	24521	252	425	542	0	259	14153	240	400	0	417	144	18325	449	0	476	332	358	30089	0
11	33	36077	340	443	519	0	401	19708	250	447	0	567	254	20667	398	0	705	462	393	29959	0
11	34	12701	125	173	467	0	138	7912	97	397	0	198	76	9369	518	0	221	177	185	28978	0
11	35	108829	1120	1653	1816	0	1268	62785	870	1664	0	1774	777	72943	1488	0	2045	1476	1266	108824	0
11	36	56	1	2	6	0	2	77	1	2	0	3	1	14	3	0	1	1	1	179	0
11	37	210148	2013	3132	3980	0	2339	120831	1494	3579	0	3556	1427	139815	3553	0	3978	2850	2602	242092	0
11	38	191108	1592	2540	2208	0	2306	92400	1350	1989	0	3043	1340	113098	1288	0	3581	2115	2016	119713	0
11	39	1743532	21600	26351	31544	0	21043	1215251	13530	27360	0	26469	14525	1165605	19555	0	31957	29286	21016	1754751	0
12	5	4	1	1	1	0	1	1	1	1	0	1	1	1	4	0	1	2	3	17	0
12	6	1	1	1	1	0	1	1	1	1	0	2	1	1	1	0	1	2	1	2	0
12	7	1	1	1	1	0	1	1	1	1	0	2	1	1	1	0	1	1	2	4	0
12	8	64	8	17	5	0	3	61	2	3	0	3	4	66	8	0	12	15	29	190	0
12	9	3	1	1	3	0	1	4	1	1	0	1	1	1	1	0	1	2	1	10	0
12	10	816	36	44	42	0	39	516	6	21	0	34	18	415	22	0	80	89	61	1017	0
12	11	319	10	9	37	0	24	145	2	15	0	16	3	58	16	0	27	17	4	696	0
12	12	11	1	1	2	0	1	3	1	1	0	2	1	1	1	0	1	1	1	7	0
12	13	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	4	0
12	14	2	1	1	1	0	1	1	1	1	0	1	1	2	1	0	1	1	1	2	0
12	15	59	2	6	6	0	2	38	3	5	0	8	3	78	15	0	3	4	1	372	0
12	16	216	5	32	6	0	6	168	8	4	0	5	7	260	3	0	4	11	4	123	0
12	17	913	15	8	55	0	11	587	8	41	0	17	6	463	61	0	17	19	14	2914	0
12	18	772	10	22	8	0	14	573	8	11	0	18	14	506	8	0	18	24	9	470	0
12	19	1012	10	20	27	0	14	422	9	17	0	25	5	346	9	0	38	28	5	1022	0
12	20	17	1	2	1	0	1	6	2	2	0	3	1	9	1	0	1	1	1	35	0
12	21	149	4	10	6	0	3	90	6	3	0	8	3	215	5	0	1	6	4	124	0
12	22	138	1	4	3	0	2	96	3	4	0	4	2	194	6	0	4	2	4	128	0
12	23	1661	19	32	11	0	28	948	15	15	0	35	15	1182	22	0	37	33	24	1206	0
12	24	39	1	1	4	0	1	16	1	2	0	4	3	30	7	0	2	3	2	76	0
12	25	3652	42	52	82	0	37	2173	28	68	0	77	27	2285	81	0	75	53	28	4627	0
12	26	2081	31	45	23	0	25	1284	15	15	0	39	21	1397	20	0	30	30	29	856	0
12	27	8079	70	127	256	0	90	4558	62	193	0	141	53	4937	250	0	168	137	82	13196	0
12	28	638	11	21	6	0	14	449	7	3	0	15	7	611	2	0	14	4	5	155	0
12	29	5043	37	65	77	0	51	2530	31	63	0	87	23	3090	47	0	93	65	58	3737	0
12	30	18816	173	293	308	0	220	10803	151	277	0	333	134	12122	214	0	330	256	213	17240	0
12	31	800	12	40	14	0	9	704	20	21	0	24	12	1479	61	0	13	20	31	1935	0
12	32	24610	228	388	534	0	281	14032	191	433	0	436	164	18096	518	0	440	315	316	30277	0
12	33	36450	330	478	573	0	408	19802	237	463	0	581	232	20843	368	0	663	458	352	29712	0
12	34	12725	124	196	476	0	127	7827	101	406	0	196	87	9156	542	0	254	168	177	29444	0
12	35	110270	1063	1677	1961	0	1331	63341	842	1690	0	1901	779	73954	1516	0	2017	1447	1372	109880	0
12	36	96	6	1	3	0	1	106	1	5	0	3	2	25	3	0	5	1	1	228	0
12	37	213503	2078	3042	4185	0	2349	119632	1522	3579	0	3476	1461	138923	3566	0	3813	2842	2574	244761	0
12	38	194965	1674	2576	2233	0	2360	94525	1433	2046	0	3063	1329	116040	1353	0	3479	2143	2094	121971	0
12	39	1746995	21588	26349	32107	0	20633	1208197	13439	27134	0	26497	14194	1153515	20049	0	31941	28839	20819	1753143	0
13	5	3	1	1	1	0	2	1	1	1	0	1	1	2	2	0	1	1	3	9	0
13	6	1	1	1	1	0	1	1	1	2	0	2	1	2	1	0	1	1	1	3	0
13	7	2	1	1	1	0	1	1	1	1	0	1	1	3	1	0	1	1	1	6	0
13	8	73	2	19	2	0	3	56	9	5	0	9	3	65	8	0	15	10	33	204	0
13	9	3	2	1	1	0	1	3	1	1	0	2	1	2	1	0	1	1	1	14	0
13	10	774	28	50	38	0	43	595	21	21	0	25	25	383	13	0	94	91	77	1045	0
13	11	373	7	9	28	0	22	153	5	26	0	13	7	74	15	0	34	20	9	700	0
13	12	11	1	1	1	0	1	2	1	2	0	1	1	2	2	0	1	1	1	6	0
13	13	1	1	1	1	0	1	1	1	1	0	1	1	1	2	0	1	1	1	2	0
13	14	2	1	1	1	0	1	2	2	1	0	1	1	2	1	0	1	1	1	2	0
13	15	26	2	2	3	0	5	8	2	2	0	2	1	17	11	0	2	1	2	151	0
13	16	282	7	22	4	0	5	187	11	8	0	10	3	305	7	0	6	7	16	309	0
13	17	794	8	11	62	0	12	539	10	43	0	23	7	449	55	0	17	16	10	2916	0
13	18	797	14	27	13	0	4	569	10	12	0	24	14	513	15	0	24	38	13	422	0
13	19	1001	6	18	39	0	14	485	5	30	0	24	9	402	17	0	36	29	8	963	0
13	20	15	1	1	1	0	1	3	2	1	0	2	1	9	8	0	1	1	1	41	0
13	21	133	4	11	2	0	5	74	4	4	0	5	3	269	11	0	7	6	8	105	0
13	22	152	2	5	5	0	5	87	3	1	0	6	3	236	8	0	3	2	5	99	0
13	23	245	4	6	4	0	4	160	4	12	0	7	6	338	18	0	7	9	7	329	0
13	24	1480	14	22	22	0	25	861	8	23	0	34	18	952	12	0	26	35	19	1003	0
13	25	3684	37	67	80	0	39	2224	29	67	0	80	22	2334	81	0	74	60	50	4761	0
13	26	2096	26	44	19	0	26	1291	20	20	0	44	26	1456	17	0	30	25	20	921	0
13	27	8007	74	114	208	0	87	4447	54	172	0	145	40	4911	216	0	163	118	79	12889	0
13	28	625	9	16	3	0	10	492	4	2	0	16	9	615	2	0	15	8	17	143	0
13	29	5067	44	65	90	0	50	2584	29	64	0	81	35	3075	44	0	99	70	64	3687	0
13	30	6915	80	101	137	0	91	4285	53	131	0	111	61	4373	126	0	137	109	87	8263	0
13	31	12267	131	168	214	0	138	6874	103	188	0	208	80	8414	179	0	207	154	142	11142	0
13	32	15903	166	237	376	0	158	9336	129	300	0	280	108	10407	442	0	304	208	214	23658	0
13	33	33336	316	532	440	0	375	19151	272	444	0	554	241	21958	354	0	584	505	371	27828	0
13	34	16572	134	257	536	0	159	9587	112	447	0	272	107	11596	604	0	302	214	197	32101	0
13	35	20405	265	411	362	0	262	12646	211	294	0	370	211	16384	237	0	400	286	312	18023	0
13	36	62993	634	972	1149	0	695	36209	452	1047	0	1061	427	42051	970	0	1191	792	759	70782	0
13	37	49693	491	781	1313	0	541	28889	324	1048	0	828	382	34846	1252	0	916	676	654	75177	0
13	38	199496	1915	2815	3284	0	2294	111472	1503	2953	0	3283	1343	127552	2649	0	3697	2527	2254	195078	0
13	39	127204	1291	1937	2901	0	1364	75959	929	2432	0	2215	991	90596	2812	0	2384	1752	1692	180072	0
13	40	457919	4653	6313	7194	0	5288	259836	3323	6271	0	7464	3398	287337	5023	0	8604	6156	5184	404318	0
13	41	1356062	17199	20342	23556	0	16474	965629	10754	20394	0	19725	11508	893345	13616	0	24502	22817	15988	1287441	0
14	5	5	2	1	3	0	1	1	1	1	0	2	1	1	2	0	2	1	3	29	0
14	6	3	1	1	1	0	1	1	1	1	0	1	1	3	1	0	1	1	2	4	0
14	7	5	1	1	1	0	1	1	2	2	0	1	1	2	1	0	2	1	1	4	0
14	8	69	8	11	9	0	6	47	8	4	0	7	2	63	12	0	10	14	25	225	0
14	9	7	1	3	1	0	1	3	1	2	0	1	1	2	2	0	1	2	2	13	0
14	10	834	43	51	63	0	59	589	25	37	0	28	13	452	33	0	95	105	71	1114	0
14	11	355	9	7	43	0	36	150	9	19	0	15	7	84	17	0	27	21	6	752	0
14	12	3	1	1	1	0	1	1	1	1	0	2	1	4	2	0	1	1	1	8	0
14	13	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	3	0
14	14	1	1	1	1	0	1	1	1	1	0	2	1	3	1	0	1	1	1	1	0
14	15	26	1	5	4	0	1	5	1	2	0	4	1	21	14	0	2	1	3	187	0
14	16	299	6	26	2	0	7	194	6	4	0	10	6	287	4	0	6	13	7	293	0
14	17	777	8	10	48	0	9	490	3	44	0	8	6	408	56	0	18	11	9	2763	0
14	18	779	15	35	6	0	14	566	14	20	0	32	15	511	19	0	21	30	14	483	0
14	19	1061	9	22	31	0	10	487	10	20	0	23	10	409	14	0	27	16	11	1099	0
14	20	20	1	2	1	0	1	6	1	1	0	5	1	12	6	0	2	1	1	49	0
14	21	148	6	12	4	0	6	88	9	5	0	5	3	249	11	0	9	5	4	162	0
14	22	148	3	5	1	0	4	75	1	3	0	5	1	255	6	0	10	1	5	114	0
14	23	224	3	7	8	0	4	179	4	10	0	8	5	379	8	0	4	7	7	340	0
14	24	1626	12	26	20	0	17	867	9	24	0	38	7	987	19	0	36	39	17	1120	0
14	25	3642	54	64	89	0	39	2149	33	88	0	66	24	2316	83	0	65	61	44	4887	0
14	26	2050	26	35	13	0	23	1332	20	17	0	53	21	1405	22	0	30	33	20	977	0
14	27	8177	87	108	219	0	92	4503	66	184	0	138	61	5100	238	0	149	150	95	13010	0
14	28	668	10	17	5	0	4	460	15	2	0	13	4	640	1	0	14	7	5	129	0
14	29	5304	45	70	76	0	47	2524	35	54	0	87	31	3164	39	0	122	58	55	3695	0
14	30	7087	59	106	145	0	74	4347	50	144	0	125	53	4459	142	0	147	104	72	8391	0
14	31	12381	128	196	209	0	138	7005	111	189	0	217	92	8557	183	0	232	151	157	11298	0
14	32	15757	149	256	405	0	175	9215	132	335	0	263	94	10518	394	0	284	188	199	24057	0
14	33	33975	337	515	458	0	378	19209	267	456	0	545	273	22498	367	0	631	421	368	27863	0
14	34	16884	160	245	545	0	175	9671	99	462	0	305	117	11622	557	0	326	230	253	32477	0
14	35	20869	237	442	325	0	224	12677	232	316	0	426	186	17008	257	0	366	321	334	18569	0
14	36	63225	615	928	1186	0	740	36364	458	1030	0	1047	430	42619	1070	0	1154	826	685	71361	0
14	37	49668	459	734	1264	0	561	29186	378	1085	0	856	367	35201	1258	0	915	644	628	76043	0
14	38	201707	1990	2754	3358	0	2316	112421	1483	2996	0	3211	1296	129633	2716	0	3669	2623	2182	196716	0
14	39	126594	1306	1969	2907	0	1292	76054	976	2508	0	2160	974	90866	2816	0	2367	1772	1678	181008	0
14	40	462403	4528	6437	7051	0	5478	265747	3385	6302	0	7500	3408	291427	4997	0	8596	6225	5144	409857	0
14	41	1338966	17101	20090	23466	0	16360	964211	10520	20257	0	19514	11002	884238	13106	0	23996	22662	15499	1280619	0
15	5	3	1	1	2	0	1	1	1	2	0	1	1	2	1	0	1	1	5	24	0
15	6	2	1	2	1	0	2	1	1	1	0	1	1	2	1	0	1	1	2	5	0
15	7	3	1	1	1	0	1	4	1	1	0	1	1	1	1	0	1	1	4	4	0
15	8	108	6	71	4	0	3	74	50	5	0	6	5	126	15	0	13	14	80	257	0
15	9	14	1	5	5	0	1	2	2	1	0	2	1	2	4	0	2	1	1	22	0
15	10	1028	54	215	48	0	58	765	120	34	0	53	28	745	83	0	88	103	209	1278	0
15	11	473	8	32	33	0	22	205	18	27	0	35	7	145	70	0	33	18	41	834	0
15	12	3	1	2	1	0	1	2	1	1	0	1	2	2	1	0	1	1	2	14	0
15	13	1	1	1	1	0	1	1	1	2	0	1	1	1	1	0	1	1	1	2	0
15	14	3	1	3	2	0	2	2	1	1	0	1	1	2	2	0	1	2	1	5	0
15	15	29	1	4	2	0	3	13	1	4	0	3	1	27	17	0	4	1	3	200	0
15	16	300	4	38	5	0	6	231	15	4	0	7	6	327	12	0	8	18	46	351	0
15	17	824	11	23	48	0	11	490	21	45	0	13	8	593	80	0	16	18	31	2851	0
15	18	920	20	26	16	0	8	662	18	13	0	24	12	565	12	0	27	34	48	543	0
15	19	1088	10	18	36	0	20	535	7	28	0	25	13	423	18	0	53	33	36	1211	0
15	20	32	1	2	2	0	2	3	1	2	0	6	1	15	5	0	2	1	1	46	0
15	21	165	5	12	2	0	3	86	6	3	0	14	3	335	11	0	5	2	14	163	0
15	22	158	1	5	6	0	3	90	4	4	0	8	4	269	15	0	6	2	11	139	0
15	23	254	6	7	5	0	7	179	8	8	0	10	6	360	11	0	11	7	16	390	0
15	24	1711	19	39	30	0	17	968	14	32	0	36	19	1013	21	0	35	48	40	1246	0
15	25	3789	49	60	93	0	54	2287	43	86	0	79	29	2529	83	0	73	69	90	5010	0
15	26	2093	33	39	22	0	30	1492	25	18	0	33	25	1603	30	0	38	32	39	1046	0
15	27	8294	94	122	235	0	87	4570	66	197	0	135	55	5161	232	0	182	133	148	13607	0
15	28	739	11	17	3	0	8	523	9	8	0	13	6	630	4	0	13	17	11	144	0
15	29	5372	48	92	97	0	64	2823	20	63	0	91	38	3355	53	0	107	73	75	3917	0
15	30	7165	85	109	161	0	74	4473	50	110	0	119	54	4692	155	0	110	113	90	8562	0
15	31	12710	115	222	214	0	150	7050	117	186	0	222	84	8754	179	0	250	178	170	11642	0
15	32	16119	150	242	434	0	166	9396	127	319	0	264	121	10890	458	0	298	237	211	24716	0
15	33	34199	343	534	496	0	363	19814	283	434	0	572	239	22826	365	0	639	480	402	28619	0
15	34	16712	159	244	532	0	190	9521	125	471	0	281	128	11801	569	0	308	206	203	32603	0
15	35	21041	250	463	322	0	282	13154	254	313	0	418	227	17596	285	0	407	344	365	19093	0
15	36	64779	634	926	1234	0	730	37116	504	1036	0	1051	412	43341	1025	0	1152	829	719	72417	0
15	37	50534	489	804	1244	0	548	29119	392	1067	0	883	380	35806	1161	0	937	611	685	76738	0
15	38	203099	1933	2944	3371	0	2257	114793	1462	2947	0	3346	1413	130992	2604	0	3591	2616	2319	198101	0
15	39	126746	1322	2029	2907	0	1322	75979	995	2497	0	2123	960	91561	2765	0	2418	1776	1735	178955	0
15	40	466378	4710	6505	7177	0	5453	270097	3368	6313	0	7615	3449	296044	4960	0	8402	6012	5359	411169	0
15	41	1318684	17257	19967	23296	0	16225	956842	10203	19930	0	19428	10803	883039	13259	0	23601	22606	15377	1270010	0
16	5	3	1	1	1	0	1	2	1	1	0	2	1	2	3	0	1	1	3	22	0
16	6	1	2	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	2	5	0
16	7	4	1	1	1	0	1	3	1	1	0	1	1	1	1	0	1	1	1	7	0
16	8	94	8	32	6	0	5	39	20	3	0	8	5	89	10	0	13	12	61	240	0
16	9	11	2	2	1	0	2	5	2	1	0	1	1	3	4	0	3	2	3	20	0
16	10	846	53	102	34	0	82	577	43	31	0	59	30	435	24	0	130	97	118	1158	0
16	11	362	12	19	36	0	30	157	9	13	0	32	4	94	26	0	67	13	17	748	0
16	12	9	1	1	1	0	2	2	1	1	0	2	1	5	1	0	3	1	1	9	0
16	13	1	1	2	1	0	2	1	1	1	0	1	1	1	1	0	1	1	1	4	0
16	14	2	1	1	1	0	1	3	1	1	0	1	2	5	1	0	1	1	1	6	0
16	15	28	2	3	2	0	2	10	2	3	0	5	1	27	17	0	1	3	2	197	0
16	16	275	3	27	8	0	5	185	13	5	0	12	9	271	5	0	8	7	21	337	0
16	17	857	19	43	58	0	27	517	35	40	0	27	9	484	62	0	31	31	60	2879	0
16	18	860	20	34	13	0	19	574	10	19	0	33	10	551	15	0	28	35	21	534	0
16	19	1007	13	17	37	0	31	473	15	26	0	51	20	436	18	0	40	26	14	1123	0
16	20	36	1	1	2	0	1	6	2	1	0	4	1	15	6	0	1	1	1	61	0
16	21	155	7	16	1	0	3	82	3	5	0	8	5	326	12	0	6	5	3	171	0
16	22	167	3	7	6	0	6	83	1	7	0	5	3	290	7	0	4	8	3	131	0
16	23	288	5	16	11	0	9	198	4	7	0	14	4	392	10	0	8	12	6	435	0
16	24	1660	18	51	36	0	16	939	9	33	0	30	17	978	20	0	53	34	33	1179	0
16	25	3710	42	75	88	0	46	2160	34	91	0	67	20	2370	103	0	72	56	42	5010	0
16	26	2100	25	39	19	0	28	1358	27	25	0	40	12	1409	18	0	35	44	20	1031	0
16	27	8410	99	142	253	0	107	4733	56	200	0	170	65	5173	237	0	176	131	93	13421	0
16	28	716	10	18	3	0	10	475	8	4	0	18	3	712	5	0	13	17	7	151	0
16	29	5345	50	69	80	0	75	2628	40	64	0	82	32	3252	57	0	121	72	53	3943	0
16	30	7239	62	118	153	0	91	4304	59	130	0	118	73	4741	121	0	150	111	90	8747	0
16	31	12663	109	208	206	0	139	7212	102	163	0	262	93	8850	188	0	220	161	160	11527	0
16	32	16480	189	221	422	0	185	9487	132	326	0	281	102	10977	397	0	292	208	179	25073	0
16	33	34473	362	540	522	0	396	19673	269	445	0	561	264	22704	394	0	641	492	423	28494	0
16	34	17402	170	264	531	0	195	9879	138	415	0	278	126	11982	587	0	332	241	247	32549	0
16	35	21301	275	530	347	0	281	13455	280	331	0	410	233	18082	279	0	392	321	334	19113	0
16	36	65291	628	1032	1333	0	753	37036	456	1066	0	1008	405	43757	1145	0	1173	803	782	72773	0
16	37	51382	519	760	1315	0	562	29629	398	1123	0	941	365	36731	1290	0	959	650	688	76909	0
16	38	206283	1964	2919	3451	0	2384	115341	1514	2940	0	3331	1437	132668	2652	0	3745	2687	2325	199918	0
16	39	128150	1383	2014	2947	0	1359	78132	954	2535	0	2148	934	93221	2646	0	2279	1911	1771	180605	0
16	40	470407	4827	6763	7298	0	5414	274610	3399	6505	0	7555	3472	301550	5198	0	8570	6360	5256	416458	0
16	41	1307871	17054	20231	23340	0	15761	951624	10069	19694	0	18911	10859	873615	13000	0	23215	21942	14995	1258371	0
17	5	1	1	1	1	0	1	1	1	2	0	1	1	3	2	0	1	1	1	23	0
17	6	1	1	2	1	0	1	1	1	2	0	1	1	3	1	0	1	1	1	3	0
17	7	4	1	1	1	0	1	2	1	1	0	1	1	2	1	0	1	1	1	8	0
17	8	73	3	19	3	0	7	69	13	6	0	11	4	84	12	0	14	12	52	260	0
17	9	23	3	2	4	0	4	16	1	3	0	2	1	7	2	0	2	3	2	29	0
17	10	798	55	75	34	0	68	622	26	39	0	43	22	503	28	0	119	92	85	1183	0
17	11	368	14	7	36	0	35	184	5	14	0	25	8	87	15	0	40	19	11	730	0
17	12	10	1	1	1	0	2	2	1	1	0	2	1	5	2	0	1	1	1	14	0
17	13	4	1	1	1	0	1	2	1	1	0	1	1	3	1	0	1	1	1	6	0
17	14	1	1	1	1	0	2	2	2	1	0	1	1	8	1	0	1	1	2	7	0
17	15	52	2	7	7	0	2	15	2	5	0	7	1	30	11	0	3	3	3	205	0
17	16	279	6	21	9	0	9	230	7	7	0	9	6	339	6	0	11	12	12	358	0
17	17	826	17	27	46	0	17	485	10	36	0	15	11	441	52	0	30	16	13	2910	0
17	18	905	22	27	15	0	18	679	10	14	0	30	10	580	14	0	24	33	23	534	0
17	19	1013	13	21	39	0	18	521	14	30	0	32	11	437	17	0	43	34	5	1153	0
17	20	28	1	3	2	0	1	6	1	2	0	3	1	19	5	0	2	1	1	38	0
17	21	197	4	16	8	0	4	111	6	3	0	9	5	270	10	0	3	4	4	153	0
17	22	165	5	7	5	0	4	103	3	4	0	4	4	275	5	0	7	3	4	145	0
17	23	338	12	10	15	0	9	218	14	13	0	7	6	403	15	0	6	8	12	458	0
17	24	1814	23	34	30	0	24	958	16	34	0	30	16	1121	11	0	61	30	25	1281	0
17	25	3662	30	55	85	0	43	2102	36	78	0	60	38	2364	88	0	80	68	56	5032	0
17	26	2162	20	54	20	0	25	1341	25	15	0	46	27	1567	23	0	32	36	27	1049	0
17	27	8327	83	121	274	0	108	4693	63	173	0	151	53	5347	226	0	184	111	112	13349	0
17	28	804	9	18	11	0	9	508	8	5	0	14	8	657	5	0	20	11	12	197	0
17	29	5536	51	80	82	0	75	2816	43	51	0	89	38	3329	63	0	111	72	67	3962	0
17	30	7138	75	94	146	0	83	4496	56	133	0	122	51	4631	176	0	116	93	85	9082	0
17	31	13038	110	223	229	0	137	7114	102	202	0	243	66	8889	183	0	253	184	151	11798	0
17	32	16096	195	248	395	0	165	9340	108	304	0	281	88	10984	433	0	279	224	219	24299	0
17	33	35011	362	555	568	0	384	20386	291	482	0	593	262	23726	380	0	623	529	441	29230	0
17	34	17224	176	271	539	0	171	10063	137	451	0	293	107	12364	579	0	324	247	241	32460	0
17	35	21795	276	498	426	0	263	13757	264	341	0	478	237	19187	315	0	386	331	381	19836	0
17	36	65485	661	1008	1306	0	682	37509	492	1046	0	1070	438	44074	1055	0	1175	914	751	72981	0
17	37	51535	541	817	1271	0	549	30020	375	1138	0	890	341	36743	1215	0	995	684	721	76344	0
17	38	208290	2047	3024	3475	0	2290	117862	1565	2979	0	3424	1391	134451	2720	0	3773	2711	2403	201015	0
17	39	127440	1317	2116	2940	0	1334	79325	965	2496	0	2158	974	94567	2672	0	2319	1855	1791	179891	0
17	40	475239	4992	6754	7330	0	5529	281150	3554	6521	0	7735	3562	304442	4993	0	8696	6477	5354	420446	0
17	41	1295417	17136	19619	22668	0	15557	947443	10237	19667	0	18696	10724	866808	12813	0	22653	22285	14836	1247455	0
18	5	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	4	1	3	27	0
18	6	1	2	1	1	0	1	2	1	2	0	1	1	2	1	0	1	1	1	8	0
18	7	6	1	2	2	0	1	5	1	1	0	3	1	1	1	0	1	2	2	11	0
18	8	102	7	13	8	0	5	53	4	5	0	2	9	88	7	0	15	17	50	283	0
18	9	19	2	2	4	0	2	10	1	3	0	1	1	5	1	0	4	3	1	36	0
18	10	866	37	58	40	0	35	632	10	24	0	39	13	420	30	0	103	100	64	1240	0
18	11	345	8	8	34	0	20	176	6	28	0	18	2	71	14	0	26	24	6	703	0
18	12	9	2	1	1	0	1	2	1	1	0	3	1	8	1	0	1	1	1	8	0
18	13	2	1	1	1	0	1	3	1	2	0	1	1	1	3	0	1	1	1	5	0
18	14	5	2	1	1	0	1	3	2	1	0	2	1	2	1	0	1	1	1	7	0
18	15	67	1	1	10	0	3	20	1	2	0	9	1	28	16	0	3	2	2	221	0
18	16	295	7	20	8	0	3	209	10	9	0	7	6	259	12	0	10	8	9	305	0
18	17	34	2	1	4	0	1	22	1	1	0	4	3	31	6	0	3	2	1	204	0
18	18	1595	13	35	51	0	23	1106	8	38	0	38	21	942	54	0	39	55	22	3229	0
18	19	1079	10	23	41	0	16	521	6	23	0	27	11	452	19	0	45	30	10	1129	0
18	20	29	1	2	5	0	1	4	1	4	0	3	1	16	4	0	1	1	1	55	0
18	21	204	6	9	12	0	6	102	6	4	0	18	2	312	13	0	7	9	12	151	0
18	22	208	4	4	7	0	6	107	6	3	0	9	2	271	10	0	3	11	1	149	0
18	23	332	5	18	18	0	6	221	9	8	0	10	4	403	25	0	8	7	8	515	0
18	24	1840	25	24	31	0	23	1009	11	34	0	43	22	1120	22	0	53	31	19	1376	0
18	25	3741	49	65	94	0	53	2060	27	67	0	73	31	2367	105	0	73	54	51	5067	0
18	26	2248	24	45	21	0	31	1401	25	23	0	49	12	1520	22	0	32	36	17	1060	0
18	27	8437	94	148	226	0	117	4702	66	197	0	165	64	5208	226	0	162	125	90	13276	0
18	28	802	3	24	4	0	7	546	9	5	0	23	13	689	5	0	16	10	9	169	0
18	29	5692	48	86	76	0	65	2792	41	66	0	85	30	3505	50	0	106	72	68	4064	0
18	30	7224	87	122	174	0	102	4571	61	151	0	152	53	4803	158	0	143	118	97	9516	0
18	31	12944	142	227	233	0	166	7226	104	206	0	247	89	8712	189	0	229	186	164	11965	0
18	32	16450	162	288	429	0	170	9454	135	358	0	276	106	10844	427	0	299	222	190	24935	0
18	33	19568	265	360	300	0	258	11831	213	302	0	362	148	14189	285	0	357	324	240	18414	0
18	34	33338	330	485	760	0	375	18217	243	637	0	578	229	21714	755	0	631	460	364	43647	0
18	35	22439	301	573	382	0	302	14082	288	361	0	501	268	19535	314	0	401	360	403	20259	0
18	36	61296	603	901	1046	0	698	34780	424	888	0	975	438	39750	840	0	1089	808	703	60671	0
18	37	47488	483	847	1191	0	549	28954	427	1028	0	828	361	37186	1228	0	877	631	698	69918	0
18	38	173600	1769	2719	2486	0	2099	101757	1373	2198	0	2948	1264	118598	1885	0	3042	2346	1990	140175	0
18	39	151435	1487	2374	3477	0	1618	90394	1100	2956	0	2542	1046	104883	3080	0	2778	2099	1863	208602	0
18	40	485492	4987	7026	7519	0	5579	289120	3641	6735	0	7972	3665	317635	5268	0	8668	6574	5449	435997	0
18	41	1304563	17077	19653	23554	0	15884	944726	10105	19905	0	18482	10656	862699	13258	0	22875	21961	14722	1281961	0
19	5	4	1	1	2	0	1	2	1	1	0	1	3	2	3	0	2	1	6	12	0
19	6	1	1	2	2	0	1	1	2	2	0	1	2	3	1	0	1	1	3	6	0
19	7	8	1	2	2	0	2	2	1	2	0	4	3	4	3	0	2	3	1	9	0
19	8	131	34	91	18	0	43	101	58	13	0	13	66	163	15	0	28	64	88	295	0
19	9	35	8	5	6	0	17	23	4	6	0	8	13	23	6	0	11	22	4	57	0
19	10	1163	245	207	81	0	379	875	174	93	0	93	387	844	54	0	216	697	227	1544	0
19	11	488	49	41	66	0	214	223	21	67	0	50	107	159	44	0	96	196	43	1076	0
19	12	18	1	2	1	0	1	4	1	1	0	2	2	7	2	0	1	4	4	12	0
19	13	1	1	2	2	0	2	2	1	2	0	1	1	1	1	0	1	1	1	7	0
19	14	1	1	2	1	0	2	3	1	2	0	1	1	4	2	0	2	1	2	7	0
19	15	58	4	7	7	0	5	32	6	8	0	9	3	32	19	0	4	3	4	206	0
19	16	337	24	72	6	0	28	215	36	11	0	14	19	369	10	0	11	35	43	385	0
19	17	49	5	7	5	0	31	44	5	4	0	2	5	47	10	0	3	10	7	249	0
19	18	1853	81	141	73	0	321	1226	104	71	0	64	93	1134	71	0	70	213	148	3334	0
19	19	1348	25	47	46	0	50	597	29	31	0	31	21	509	22	0	66	70	45	1330	0
19	20	35	2	2	1	0	2	5	2	4	0	2	2	25	4	0	1	2	1	61	0
19	21	231	6	25	6	0	10	116	20	4	0	14	8	302	9	0	7	15	21	147	0
19	22	247	3	14	3	0	5	104	8	5	0	12	2	260	7	0	10	9	8	121	0
19	23	372	12	27	14	0	14	264	16	8	0	15	8	461	17	0	8	14	19	576	0
19	24	2245	42	72	47	0	40	1116	46	36	0	53	24	1249	35	0	63	73	53	1585	0
19	25	3893	67	84	83	0	84	2297	49	97	0	89	41	2429	106	0	83	96	78	5202	0
19	26	2295	42	64	24	0	31	1453	26	20	0	49	24	1622	23	0	35	58	43	1177	0
19	27	8824	118	233	255	0	177	4904	96	194	0	174	69	5447	233	0	225	158	165	13598	0
19	28	795	15	18	9	0	16	551	16	6	0	26	8	698	7	0	16	12	20	218	0
